视频名称,up主昵称,播放新增,播放总数,点赞新增,点赞总数,收藏新增,收藏总数,评论新增,评论总数,投币新增,投币总数,一级分类,二级分类
坏消息，这一片漂浮在水面上软软的草地，现在已经没有了，消失了,全球不知道,1915109,1915109,87185,87185,7848,7848,388,388,400,400,运动,运动综合
上美影 联手 vivo 挑战《哪吒闹海》皮影戏,上海美术电影制片厂,1465756,1465756,13392,13392,1987,1987,191,191,1356,1356,影视,短片
买游艇为何买椟还珠？【小约翰】,小约翰可汗,1289839,1289839,140210,140210,23626,23626,3272,3272,67513,67513,知识,人文历史
自己做个深渊茶几，好像在家打了两口井,王一工不二,1252381,4250350,138742,524127,48350,164937,1766,5620,18341,54453,生活,家居房产
中国疫情防控，有人想借机玩颜色革命，国内民意小心被耍了,刘晓非观察室,1168603,1168603,82493,82493,19208,19208,2911,2911,43104,43104,生活,日常
为了守护学校我成为了偶像，但老师版。,林带鱼w,1078223,1646028,182331,248644,15335,22269,868,1654,11921,19088,生活,日常
一年未见地雷怀孕，漠叔不认帐了,大漠叔叔,977879,977879,108695,108695,4595,4595,2261,2261,33630,33630,,
大连.品海楼  厨子探店?1？11,真探唐仁杰,932993,932993,77430,77430,2264,2264,1762,1762,1871,1871,美食,美食侦探
关于我连夜去上海找甲方要92万片卫生巾这件事,侯翠翠,904347,904347,189498,189498,12239,12239,2219,2219,311629,311629,生活,日常
老交警：事故现场很多都是后脑开花,中国警察网,868418,2290040,80861,243379,5371,12997,1903,5031,3073,6841,汽车,汽车生活
砸钱办世界杯图啥？卡塔尔在下什么棋，让自己富的如此特别,小王Albert,864536,864536,68211,68211,9976,9976,1892,1892,20360,20360,知识,人文历史
全村吃席 我坐小孩那桌,乡村教师日记,853576,853576,95006,95006,9930,9930,4197,4197,107104,107104,,
废物的养成,黑旗团队,839720,1050666,103813,130552,7800,8243,274,553,1091,1967,影视,短片
春节联欢晚会宿舍分会场,熬一耶ye,831931,1452599,130819,242846,10303,17431,1131,2528,11882,20570,生活,搞笑
50斤蔬菜能做出多少蔬菜粉？帅小伙买来尝试，发现....,记录生活的蛋黄派,820155,1647205,69095,205950,8777,18259,321,1526,41215,115650,美食,美食制作
大炮！不许这样对你空叔叔！,漾少侠,804814,1175909,83327,115064,22785,31886,901,1694,13255,20587,动画,MMD・3D
【仙王的日常生活】算 你 小 子 狠,国创时光机,796300,1259633,46908,77043,0,2,66,105,192,260,国创,国产原创相关
以前没发现我家原来这么穷,篱篱的朋友圈碎碎念,726489,1510286,53191,102009,9990,18923,2970,6222,19280,36095,生活,日常
【10月】间谍过家家 18,哔哩哔哩番剧,722798,3567407,5402,46168,23,112,54,612,1678,9387,番剧,连载动画
最快抗塔世界纪录：2分13秒！仅存在一瞬的完美时机！！,布锅锅,696534,1256723,50212,87541,3234,6586,467,1297,9128,19045,游戏,电子竞技
《赌球心态大赏》,碎嘴企鹅,690523,967277,89267,131343,8644,12206,1720,3406,13757,21494,生活,日常
势利的阿真惹众怒,真子日记,689183,689183,59076,59076,1470,1470,1034,1034,2662,2662,生活,搞笑
全网最悠哉的别墅管家！主人长期不在家！一人独守千平豪宅！,老沙爱网事,682371,2628719,299,2860,1929,5006,1,83,31,127,生活,搞笑
这是我的好朋友，傻大个！,-勾魂公狒狒-,666638,755508,1360,3833,11546,12788,10,77,330,684,游戏,单机游戏
我带过的奇葩游客,杭州小黑诸鸣,654940,2991297,60151,292637,11028,49620,791,4067,6530,24664,知识,人文历史
Red Velvet《Birthday》MV,Red Velvet,654383,654383,60887,60887,19758,19758,9473,9473,38596,38596,音乐,MV
羊村（2）,小潮院长,638734,6021723,21694,557426,10518,184420,498,10402,15598,384029,生活,搞笑
假如发生了世界末日，这种丧尸危机你怎么办,期待的揣手手,633656,4578437,25425,166875,2454,14259,183,1507,531,2280,生活,日常
小时候的记忆，那时候觉得好好吃。,成都火锅底料工厂,629901,3515637,9239,51688,544,2489,222,1048,162,586,美食,美食制作
脸红的思春期,不吃鱼渝,614463,757255,21755,27274,8393,10587,760,1042,3455,4362,音乐,翻唱
某瓣9.0，据说看了一遍就不想再看的电影，艾德里安・布洛迪封神之作《超脱》,7块说故事,613475,797843,74680,79349,14289,15485,647,775,3143,3466,影视,影视杂谈
找出场景里的狗？我这看了半天了，怎么一个都找不到！,穿越者哇咔视频,611551,1001349,917,2003,7887,13346,3,32,175,343,动画,短片・手书・配音
绝了！好吃到爆！【肥牛白菜千层锅】一锅鲜到眉毛掉！,龙帅食堂,601760,3245694,44251,291072,20267,117909,188,1264,2701,13126,美食,美食制作
意大利的早晨，赶集没意思，出去走走。,刘庸干净又卫生,584117,584117,36370,36370,1094,1094,1714,1714,1971,1971,,
夸父和体育老师赛跑？这太欺负人了，直接去挑战追上太阳！,辉哥游戏解说,583566,611257,968,1624,6224,6580,2,18,254,322,游戏,单机游戏
单身四十多年体重两百多斤，他与这个世界格格不入,顾我电影V,581373,619946,64463,67284,9164,9452,854,1024,6543,7441,影视,影视杂谈
《自由之摇》,瑶生Y,576622,1407982,129339,283762,16321,30827,599,2225,12236,32691,生活,搞笑
无屏风表演《口技》还原文言文 ！！！,BBoxer酋长,574936,7439748,60240,797862,11306,143955,670,10956,26159,373792,音乐,演奏
今天波龙还挺狂，切开之后心挺凉,Jayson不是Jason,566169,2075655,20425,62392,1220,3480,297,1257,450,1363,美食,美食记录
成都小学门口的“铁板烤鸭”铁板烧，烤到滋滋冒油的老味道,肉肉大搜索,562232,562232,35085,35085,2909,2909,765,765,2544,2544,美食,美食侦探
男不养猫,云宠instant,561741,1448461,12426,39598,2344,6747,612,1889,467,1073,动物圈,喵星人
是谁我就不说了。,乱小世,554217,870457,22706,44270,916,1698,248,447,107,201,生活,搞笑
多名社区工作人员私下商议对“挑事儿”居民的整治办法被网友曝光,四川观察,544908,2586379,37878,180747,5065,25195,150,2823,10234,47074,资讯,社会
【36氪】为什么我们看病花了这么多钱，医院依旧不挣钱？,36氪,540175,2544117,35427,167524,7157,32463,1625,10507,5914,25483,知识,财经商业
香港电影竟如此丧心病狂33：碾压成龙，解体许氏，新艺城组合“最佳拍档”,王知无,522667,522667,23854,23854,3992,3992,782,782,11210,11210,影视,影视杂谈
大庆赶海，退潮后捡到一只钩子直接钓大蛏子，比撒盐还要轻松,大庆赶海,518968,1837219,37056,134141,2024,5778,93,549,857,4961,美食,田园美食
爸爸带娃细心又搞笑~但他有干预沁伊口呼吸~虽然这两样东西也没啥用哈哈,沁伊爹妈的助眠小屋,517448,762722,13802,25115,681,1158,194,349,80,151,,
小紫新皮肤大更新！这么漂亮的小紫，你喜欢吗？,穿越者哇咔呀,496048,810629,4931,16163,31810,47648,37,359,1190,3922,游戏,单机游戏
绝了...果真挖到宝了！！！,离城溜溜溜,493608,10625507,2722,97390,2464,73362,44,410,305,6360,生活,日常
?反 向 广 告?,伊丽莎白鼠,493602,2786200,46571,371605,9496,61437,348,7319,17493,159418,鬼畜,鬼畜调教
15岁三套换装全曲翻跳hype boy｜带你沉浸式参观美高校园 解锁新发型！！,-Emma-Z-,493546,934029,52085,114682,7600,15705,365,833,2596,6405,舞蹈,明星舞蹈
天生黄牙抽烟还有救吗,屈臣氏小夏,481983,1951867,3535,13565,2033,7689,24,116,245,747,时尚,美妆
头 号 洒 家,_青红造了个白_,480686,2535837,36917,230576,9197,49261,265,2920,15409,90416,影视,影视剪辑
密室员工:“放心，我很敬业的”,老番茄,478541,2228822,37383,319881,13652,67160,217,4152,14801,147955,生活,搞笑
我刚付钱买了炒粉和手抓饼 结果老板跑路了 我只能一路追着饭跑,刘铁雕Rose,477447,612515,31901,37615,8557,10418,1371,1813,5783,7444,影视,短片
魔法??,江江の备忘录,473360,1929661,5495,24504,975,6142,40,398,68,401,生活,日常
“来查我们家！”好的，收到～,成都市场监管,472259,2265221,46111,246860,1691,8355,583,3136,1129,4862,知识,社科・法律・心理
《水果社交》,周大爷不服老,470722,470722,87183,87183,4582,4582,231,231,1224,1224,生活,日常
《 看世界杯前的准备工作 》,狈总,470676,470676,47251,47251,1162,1162,488,488,732,732,影视,短片
有了170w粉丝以后…我和女友迷茫了！如果真怀孕了视频怎么拍？,盖里盖里兔,468221,468221,24377,24377,2637,2637,963,963,11068,11068,生活,搞笑
年度最奇葩手机？价值30w的小米12S Ultra概念版上手,影视飓风,466333,466333,47326,47326,5717,5717,2408,2408,15378,15378,科技,数码
当北京人没了儿化音,抵抗Resistance,464030,1361009,25330,81416,4101,11036,1573,5841,3982,12593,生活,搞笑
今天给年轻的南美自助餐老板上一课,吃不饱仨战士,463465,1630635,36864,144755,1463,5412,258,1063,914,4110,美食,美食侦探
今天晚生吃包谷饭下盘折耳根～,田花花,463102,624102,64437,87740,12641,17531,1676,2947,20352,29613,音乐,翻唱
小猫咪打架能有多上头？吃了暗亏的喵师傅，还爆了件“装备”！,豆沙包是两只喵,462806,3253100,46148,366749,12470,92779,615,4471,2917,15693,动物圈,喵星人
千万不要随便贴贴，不然，你会变成黄马,三阁故事馆,455947,1246195,115,443,887,2106,0,0,19,45,动画,综合
Red Velvet最新回归曲Birthday MV公开,pcyxjy,451645,451645,20127,20127,3646,3646,8140,8140,1501,1501,音乐,MV
这下你满意了吧？,阿星and阿奇,449624,3294075,2253,63491,2561,20784,6,185,151,1206,生活,搞笑
我收容了MC主世界的所有BOSS！！！,与山0v0,447269,1671883,43919,204724,11924,52854,369,3573,17604,127982,游戏,单机游戏
原价100W，打完折还要52W的游戏，我竟然买了？！,骨灰玩家陈二狗,443439,564932,16446,24961,709,1015,262,431,205,262,游戏,单机游戏
“这一跳，让她成为了全校女生的公敌”！,我不是狗子他是,439345,506343,15248,18082,1074,1169,136,163,1411,1778,生活,搞笑
vivo X90Pro+ 该紧张的不是友商 而是卡片机,林捂捂,438651,438651,31740,31740,2212,2212,723,723,4542,4542,科技,数码
赶紧防寒！最高级寒潮预警发出，两年来最强冷空气即将南下,中气爱,436518,672862,15287,33735,1015,1763,2743,4460,1346,3028,知识,科学科普
【原神】摆拍狂魔「奇妙的待机动画互动4.0」,西犯龉,436054,706362,64861,97868,15349,22863,155,279,3727,5777,游戏,手机游戏
【外挂风云】史上最强CF外挂陨落，北方网通大区生化5再起风云,国电武术馆馆长,433682,925240,11996,33619,1584,3865,335,980,1638,4280,游戏,网络游戏
真实！呆在普通中学和重点中学的区别！,安安才没有黄,433380,1073371,30710,104727,1839,5950,481,1829,203,590,生活,搞笑
真的，希沃已经很用心了，你们不用再说它了,希沃seewo,430512,948180,6775,15980,358,1063,205,619,40,120,科技,数码
剑魔：我出肉你满血斩杀线？？到底谁才是T0上单？重赛！,王氏上单,430126,430126,32349,32349,4045,4045,496,496,13074,13074,游戏,电子竞技
【饥饿站台】西班牙悬疑片天花板，待满一年就能领3亿元的奖金，这样的挑战你敢参加吗？,小陈说电影呀,425915,3582747,413,22673,1593,13471,0,188,60,502,影视,影视杂谈
【STN快报6.5季15】AI都能作曲了，什么时候能写快报,STN工作室,423823,708247,35337,69507,6138,12950,552,1419,26770,48321,游戏,单机游戏
英国数百名裸体主义者脱光衣服在公园狂欢声称不穿衣服，可以减少能源消耗,观察者网,423342,423342,30572,30572,1063,1063,2035,2035,71,71,资讯,环球
封校...已经...无所谓了...《最 骚 营 销 号 44》,NBzhuoc大,423260,423260,44220,44220,2924,2924,1008,1008,4750,4750,知识,科学科普
万物皆可名画,MEspace空间,418209,1765679,38275,213616,5794,27939,83,498,3567,16049,生活,绘画
心情不好的时候，建议多看看抗日神剧，眼泪都能给你笑出来哈哈哈哈,文西与阿漆,414139,414139,32796,32796,1718,1718,609,609,3448,3448,影视,影视杂谈
人造晨雾，渔夫摆拍，老农演戏！网红田园照，竟是这么拍的！,滤镜粉碎机,413773,413773,30633,30633,8186,8186,1680,1680,10279,10279,资讯,社会
万能修复法之大合集，胶水与其他东西的组合，修万物,宸宸爱发明,413227,997355,558,893,3012,5139,0,5,137,228,科技,极客DIY
全球十大自助餐！顶级鱼子酱海鲜随便吃！500一位能吃回本吗,HOLA小测佬,407054,1145020,36488,121501,7631,23837,214,982,7286,28867,美食,美食侦探
朋友们都说，我这脚法不去踢足球可惜了！我觉得专业的人应该做专业的事情，我可以画踢足球！,帅农鸟哥,406603,1287520,35253,126138,1136,4085,294,1345,4049,17293,生活,绘画
你敢挑战恐怖的飞天水滑梯吗？第一视角带你前去体验！,小猪爱跑酷,402330,1290187,31,767,449,11282,0,8,6,243,运动,运动综合
小伙一人偷走200斤电机，局长不信让他当场示范，傻眼了，犯罪片,西瓜说剧,402053,1653933,239,1577,827,2629,39,434,57,148,影视,影视杂谈
不当人之风光大葬,国家2级飞行员,401892,2388149,28722,193573,2929,16385,131,841,655,3486,游戏,电子竞技
15场磨人心志的第三颗核弹终于爆炸,老6使命召唤,394010,831279,71112,106112,8879,12662,746,1458,24211,38386,游戏,网络游戏
我精神状态的缩影,江浩的江,383429,599527,53080,87703,7681,12287,585,938,1671,2524,生活,搞笑
【萌黄一槽】迈特戴全技能爆料！青春爹登场，燃起来了！,火影忍者手游情报君,379842,379842,21489,21489,1084,1084,2081,2081,1561,1561,游戏,手机游戏
日本队派出了波风水门以及...,乌鸡哥QEU,379485,1064519,39699,80324,11427,24669,343,1206,3558,8014,生活,搞笑
22年前他花10分钟写的歌，我一听就是20年。,MusicK1,377400,1611385,19288,77056,11147,42503,440,2440,4075,13324,音乐,MV
《怪味花生》的快乐你懂的！世界杯看球、追剧不得给自己学做点小零食？,蚊子-学做美食,377052,377052,47707,47707,8024,8024,421,421,3190,3190,美食,美食制作
致敬经典！马嘉祺翻唱亚洲第一男高音张雨生《我期待》,马嘉祺官方后援会,374908,978348,9229,56565,8274,53207,334775,650514,4908,34349,音乐,音乐现场
熊出没里去世的八个角色，原来喜剧中的悲伤也会逆流成河,虎妹说动漫,374162,512994,737,5551,8159,9504,1,68,48,212,国创,国产原创相关
当rapper老了…,王大姐来了,370512,783373,31890,82159,2029,4259,309,709,5625,11831,影视,短片
是的，我有个破吉尼斯世界纪录的朋友了（下集）,李嗲老铁恋爱日记,366860,4164225,16372,208846,925,10407,39,474,171,1349,影视,短片
??监 狱 哥 哥??,JKAI杰凯,365556,2099141,23452,142335,4567,23063,431,3667,13637,72206,音乐,翻唱
又又又创历史！全服第一个153级玩家诞生！再来波忍具合成看看运气如何！,鬼叔黍,365466,365466,38126,38126,3014,3014,815,815,45363,45363,游戏,手机游戏
"劫匪高智商抢银行，放出来后拍成电影大赚一笔",大聪明说电影,364245,529623,22123,34138,1321,1827,69,115,111,169,影视,影视杂谈
少佐，请给我命令。,樱井阿又ovo,363925,363925,50273,50273,12485,12485,678,678,4815,4815,,
13岁男孩被货车撞飞，局长好心相救，却反被诬陷成肇事者！影视①,幕撩电影,360104,811927,150,281,1063,1874,2,4,42,72,影视,影视杂谈
阿克尚：0/17/2 都输不了吗？,BBGG丶狮子喵,358841,664349,25155,55417,406,853,359,847,366,858,游戏,电子竞技
星期三，我的嘴替！,丸子温,358134,491019,32223,44388,13978,20836,427,725,2513,3743,影视,影视剪辑
永远打不破的世界纪录！田联为此修改规则，一旦打破后果不敢想,七七酱说体育,357439,745273,202,389,689,1198,1,2,23,44,运动,竞技体育
改装300台机器人，保安大队成立！,,356334,2450399,1526,12916,19606,83789,5,130,809,4973,游戏,单机游戏
短视频百万粉丝博主推荐的网红零食，真的好吃吗？？？,穿毛裤的小拉泽,355740,355740,27745,27745,1230,1230,543,543,3068,3068,美食,美食测评
为了烤苕皮做了一桌菜！英国公婆无法抗拒的街头小吃！,老少女阿珂,351565,854830,19274,69180,737,3688,302,1628,4103,14868,美食,美食记录
万一赢了呢？,阳光男孩小丑熊,351363,351363,34696,34696,1116,1116,979,979,2578,2578,游戏,电子竞技
男性可以娶4个老婆？想去卡塔尔打工？别再瞎吹这个石油帝国了！【洞察社会系列80】,王小七Fire,349698,3334150,25051,274749,3825,38822,1089,12553,14216,127701,知识,社科・法律・心理
原神中的首个风拐珐露珊终于来了！风C的春来也来了！散兵就是倍儿有面子~,游戏李的你,348298,442535,30833,34583,1856,2182,636,813,103,117,游戏,手机游戏
我见过候鸟就这么去了南方,喵与茶,348114,348114,28372,28372,5626,5626,609,609,5494,5494,动物圈,大熊猫
中国版权保护中心暂停软件著作权登记 恢复时间另行通知,都市时报官方,347187,347187,4176,4176,701,701,1571,1571,59,59,资讯,热点
螺蛳粉真有那么好吃吗 ？,川渝火锅底料工厂老杨,344531,689490,4486,9001,140,259,24,76,33,98,美食,美食制作
建议严查祖上三代,柏喑,343348,5519668,9504,183789,3846,62985,107,2357,1184,13774,生活,搞笑
战场威力不如石头，破甲能力靠吹，日本武士刀原来是样子货,冷兵器研究所,343001,532397,15118,25060,3382,5821,2814,5128,2414,4009,知识,人文历史
美洲原住民要求将感恩节假期改为国家哀悼日,波士顿圆脸,341301,341301,42369,42369,2740,2740,1511,1511,5805,5805,资讯,环球
我真没哭…..,就叫王铁柱,338815,828242,24381,49297,1343,2816,83,211,56,127,生活,搞笑
MR.BONE之BONE的后室大冒险第2集！Level！十公里长廊（你猜有没有十公里？）,MR-BONE,338686,925382,4907,20403,9447,22561,103,412,403,1250,动画,综合
还未测试就喜提2.8分！ 史上最离谱乙女游戏诞生！,龙啊命,338519,415250,25330,32355,1503,1889,1563,2031,1517,2410,游戏,手机游戏
不喝这水，就得渴死，你喝不喝？,齐哥净化论,338125,3709243,5484,87072,348,4292,57,754,151,828,生活,家居房产
卢塞尔的VIP体验区，再次和梅老板0距离,退钱哥本人,337800,337800,31623,31623,1197,1197,668,668,3899,3899,,
错的不是我，是这个世界！！,小扇雀子,336342,2776751,33152,243081,3254,28633,371,4582,2072,14760,影视,短片
找出目标人物？我找的贼认真，玉儿却怀疑我在找老婆,,335701,929423,311,1339,3305,9417,-5,11,68,221,游戏,单机游戏
中国联通：世界杯期间谨防电信诈骗！,中国联通客服官方,332747,1341882,37360,166205,2781,10541,626,3134,2510,10087,生活,搞笑
露天大银幕有吃有喝躺着看比赛，可不比在球场看球差呢,玲子reiko-,331642,947877,18948,82514,647,2056,153,508,108,550,,
看好了沉香！宝莲灯是这么用的 ！(番外篇),远古黑金,331385,331385,28863,28863,3811,3811,931,931,11905,11905,动画,短片・手书・配音
猛男就该肚大大！世界杯球迷主题曲,猛男舞团IconX,330480,1239516,51615,195679,2892,10062,160,1021,4553,21580,舞蹈,舞蹈综合
四月份的时候，我种了个小米辣，后续来啦~,花前先森,330417,822787,10108,27285,1603,3436,17,138,76,208,,
他曾经也是个做游戏的，现在……,英雄哪里出来,328480,758695,6352,25022,4618,9293,291,1424,3238,12854,科技,计算机技术
“他们说我长得像吴彦祖，真是莫名其妙”,花京院的耳坠,328404,597080,4881,8332,192,353,126,340,12,22,生活,搞笑
曾因太烂而改变动画界的“神番”！因一个名场面沦为反面教材！,政宗君de情敌,327490,401073,11683,16686,2676,3609,196,398,873,1550,,
含 妈 量 不 足,知了解压萌物,326796,636314,32439,80047,1567,3541,200,735,5545,13406,动物圈,大熊猫
一个斯拉夫女人的告别,风知草jm,326732,917974,120188,177926,18274,29461,531,1673,15230,37679,音乐,演奏
求求你别玩假原神了！这才是真原神！草神逆袭！,猹泡饭233,323688,1807872,24428,176049,7614,37993,123,1267,2263,17470,游戏,手机游戏
本期球王介绍：马拉多纳，《马拉多纳离世2周年特辑》,52岁翼大利-老艺术家,322832,503334,22068,35878,1064,1823,68,165,145,280,,
你吃过一块钱的午饭吗？,李娃娃在这,319778,772812,28853,84372,2378,6777,453,1191,4784,9971,,
张涛：我好像有伴儿了…,阿沛不开心,319082,319082,57992,57992,1744,1744,700,700,1342,1342,生活,搞笑
当火柴人遇上百万剪辑，实在是优雅至极！ #火柴人 #小游戏 #超燃,坤坤说书,317391,1999406,905,5950,7765,53052,0,3,123,666,游戏,手机游戏
今天吃的不好，生气了！,吴彦祖秃顶版,317059,317059,32269,32269,347,347,636,636,685,685,时尚,健身
90后爸妈是怎么教育小孩的？,粤知一二,317022,317022,48497,48497,1789,1789,343,343,1800,1800,生活,搞笑
谁还没个狐狸恶魔了？！,柯基酱溟雨,317012,612846,20527,52137,5757,14247,238,842,833,1782,,
走近科学。,脱缰凯Kk,316449,316449,40884,40884,1644,1644,319,319,1410,1410,影视,短片
有一说一，繁体虽然复杂，但写出来也真的好看…,小庄练字课堂,315649,356269,7596,8977,1191,1453,535,621,82,96,生活,手工
发明这个口服液开盖器的简直是个天才,谣言鉴货,314724,933171,7107,22970,253,796,338,1073,62,186,生活,日常
b友在云南捡到奇怪东西后噩梦缠身，向我诉说离奇经历，谁能帮帮他？,借我300去洗牙,314422,420469,14724,23014,3296,4289,2633,3971,982,1372,生活,日常
【昨日头条】13：pyosik哭了！Deft怒怼doinb后秒删，真相竟然是“电竞甄执”?,德云小太阳,312365,449575,8728,14719,674,1133,1094,1845,548,1107,游戏,电子竞技
女声开口惊艳!!校园神级合唱《我用什么把你留住》所以生命璀璨如歌,张张张拾一,310130,3337670,37192,311872,15617,142293,332,5343,14147,165460,音乐,翻唱
【纪录片】未来漫游指南 02 星际航行,哔哩哔哩纪录片,309843,2592657,1045,9287,5,57,133,1316,227,1880,纪录片,科学・探索・自然
没想到风风雨雨十八年的感情输给了“自助餐”,高矮胖瘦吖,308998,785402,14738,30816,507,1128,412,843,106,263,生活,日常
《 中 国 的 水 墨 画 还 是 画 保 守 了 》,DJI大疆创新,308064,634095,31058,60133,17438,33349,456,1084,10454,19443,科技,数码
拽姐都不看？6,拼音音,306981,427549,26874,50333,7500,15080,219,426,1108,1952,,
点进来爽！《每个眼神都只身荒野》宋亚轩炸翻舞台！,宋亚轩的留声机,306909,793404,11309,61504,8210,50925,319729,516815,6848,32709,音乐,翻唱
传统手工蜜丸制作：出丸,陈德文医生,305877,1539266,3902,19377,279,1295,72,507,24,114,知识,科学科普
有人要我开24小时直播证明我很厉害，我真是气笑了，网络可不是学校，说话请慎重,硬汉形象26,303456,322424,47121,50074,4321,4473,951,1195,4766,5324,时尚,健身
